county,precinct,office,district,party,candidate,votes,election_day,absentee,mail
Kansas City,"W17-P6,5,7,8,9,11,13,14",U.S. House,5,LIB,Total Votes Cast,5,4,0,1
Kansas City,"W17-P6,5,7,8,9,11,13,14",State House,9,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",State House,9,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",State House,27,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",State House,27,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",PROSECUTING ATTORNEY Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",PROSECUTING ATTORNEY Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",SHERIFF Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",SHERIFF Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEMAN Ward 17,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEMAN Ward 17,,LIB,Write-In Totals,3,3,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEMAN Ward 17,,LIB,Total Votes Cast,3,3,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEWOMAN Ward 17,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEWOMAN Ward 17,,LIB,Write-In Totals,3,3,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEWOMAN Ward 17,,LIB,Total Votes Cast,3,3,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",GOVERNOR,,GRE,JEROME HOWARD BAUER,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",GOVERNOR,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",LIEUTENANT GOVERNOR,,GRE,KELLEY DRAGOO,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",LIEUTENANT GOVERNOR,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",SECRETARY OF STATE,,GRE,PAUL LEHMANN,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",SECRETARY OF STATE,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",STATE TREASURER,,GRE,JOSEPH CIVETTINI,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",STATE TREASURER,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",ATTORNEY GENERAL,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",ATTORNEY GENERAL,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",U.S. House,5,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",U.S. House,5,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",State House,9,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",State House,9,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",State House,27,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",State House,27,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",PROSECUTING ATTORNEY Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",PROSECUTING ATTORNEY Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",SHERIFF Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",SHERIFF Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEMAN Ward 17,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEMAN Ward 17,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEMAN Ward 17,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEWOMAN Ward 17,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEWOMAN Ward 17,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEWOMAN Ward 17,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",LIEUTENANT GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",LIEUTENANT GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",SECRETARY OF STATE,,CON,PAUL VENABLE,1,1,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",SECRETARY OF STATE,,CON,Total Votes Cast,1,1,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",STATE TREASURER,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",STATE TREASURER,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",ATTORNEY GENERAL,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",ATTORNEY GENERAL,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",U.S. House,5,CON,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",U.S. House,5,CON,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",State House,9,CON,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",State House,9,CON,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",State House,27,CON,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",State House,27,CON,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",PROSECUTING ATTORNEY Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",PROSECUTING ATTORNEY Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",SHERIFF Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",SHERIFF Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEMAN Ward 17,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEMAN Ward 17,,CON,Write-In Totals,1,1,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEMAN Ward 17,,CON,Total Votes Cast,1,1,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEWOMAN Ward 17,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEWOMAN Ward 17,,CON,Write-In Totals,2,2,0,0
Kansas City,"W17-P6,5,7,8,9,11,13,14",COUNTY COMMITTEEWOMAN Ward 17,,CON,Total Votes Cast,2,2,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",Ballots Cast,,,,688,570,36,82
Kansas City,"W18-P11,5,6,7,12,14,15,16",Ballots Cast,,NON,,12,9,1,2
Kansas City,"W18-P11,5,6,7,12,14,15,16",Ballots Cast,,REP,,97,87,2,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",Ballots Cast,,DEM,,570,465,33,72
Kansas City,"W18-P11,5,6,7,12,14,15,16",Ballots Cast,,LIB,,5,5,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",Ballots Cast,,GRE,,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",Ballots Cast,,CON,,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",CONSTITUTIONAL AMENDMENT NO. 2,,,Yes,573,478,31,64
Kansas City,"W18-P11,5,6,7,12,14,15,16",CONSTITUTIONAL AMENDMENT NO. 2,,,No,104,87,4,13
Kansas City,"W18-P11,5,6,7,12,14,15,16",CONSTITUTIONAL AMENDMENT NO. 2,,,Total Votes Cast,677,565,35,77
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,REP,RALEIGH RITTER,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,REP,MIKE PARSON,72,62,2,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,REP,JAMES W. (JIM) NEELY,7,7,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,REP,SAUNDRA MCDOWELL,14,14,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,REP,Total Votes Cast,97,87,2,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,REP,ARNIE C. AC DIENOFF,1,1,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,REP,MIKE KEHOE,42,36,2,4
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,REP,AARON T WISDOM,10,10,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,REP,MIKE CARTER,34,32,0,2
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,REP,Total Votes Cast,87,79,2,6
Kansas City,"W18-P11,5,6,7,12,14,15,16",SECRETARY OF STATE,,REP,JOHN R. (JAY) ASHCROFT,86,76,2,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",SECRETARY OF STATE,,REP,Total Votes Cast,86,76,2,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",STATE TREASURER,,REP,SCOTT FITZPATRICK,85,75,2,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",STATE TREASURER,,REP,Total Votes Cast,85,75,2,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",ATTORNEY GENERAL,,REP,ERIC SCHMITT,85,75,2,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",ATTORNEY GENERAL,,REP,Total Votes Cast,85,75,2,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,REP,CLAY CHASTAIN,13,11,0,2
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,REP,RYAN DERKS,37,31,2,4
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,REP,WELDON (WILBUR) WOODWARD,5,5,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,REP,RICHONDA OAKS,7,7,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,REP,R H (TWIN BEARS) HESS,10,9,0,1
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,REP,JERRY W BARHAM,19,18,0,1
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,REP,Total Votes Cast,91,81,2,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,9,REP,DAVID MARTIN,81,72,2,7
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,9,REP,Total Votes Cast,81,72,2,7
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,27,REP,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,27,REP,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",PROSECUTING ATTORNEY Jackson County,,REP,TRACEY CHAPPELL,80,70,2,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",PROSECUTING ATTORNEY Jackson County,,REP,Total Votes Cast,80,70,2,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",SHERIFF Jackson County,,REP,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SHERIFF Jackson County,,REP,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,REP,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,REP,Write-In Totals,9,8,0,1
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,REP,Total Votes Cast,9,8,0,1
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,REP,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,REP,Write-In Totals,5,5,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,REP,Total Votes Cast,5,5,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,DEM,NICOLE GALLOWAY,461,383,24,54
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,DEM,JIMMIE MATTHEWS,14,9,2,3
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,DEM,ANTOIN JOHNSON,27,21,3,3
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,DEM,ERIC MORRISON,59,48,3,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,DEM,ROBIN JOHN DANIEL VAN QUAETHEM,2,0,0,2
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,DEM,Total Votes Cast,563,461,32,70
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,DEM,GREGORY A UPCHURCH,75,56,9,10
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,DEM,ALISSIA CANADY,474,389,24,61
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,DEM,Total Votes Cast,549,445,33,71
Kansas City,"W18-P11,5,6,7,12,14,15,16",SECRETARY OF STATE,,DEM,YINKA FALETI,516,416,32,68
Kansas City,"W18-P11,5,6,7,12,14,15,16",SECRETARY OF STATE,,DEM,Total Votes Cast,516,416,32,68
Kansas City,"W18-P11,5,6,7,12,14,15,16",STATE TREASURER,,DEM,VICKI LORENZ ENGLUND,513,415,31,67
Kansas City,"W18-P11,5,6,7,12,14,15,16",STATE TREASURER,,DEM,Total Votes Cast,513,415,31,67
Kansas City,"W18-P11,5,6,7,12,14,15,16",ATTORNEY GENERAL,,DEM,RICH FINNERAN,377,322,19,36
Kansas City,"W18-P11,5,6,7,12,14,15,16",ATTORNEY GENERAL,,DEM,ELAD GROSS,149,106,13,30
Kansas City,"W18-P11,5,6,7,12,14,15,16",ATTORNEY GENERAL,,DEM,Total Votes Cast,526,428,32,66
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,DEM,EMANUEL CLEAVER II,534,432,33,69
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,DEM,MAITE SALAZAR,34,31,0,3
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,DEM,Total Votes Cast,568,463,33,72
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,9,DEM,BARBARA ANNE WASHINGTON,519,424,31,64
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,9,DEM,RYAN MYERS,40,33,1,6
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,9,DEM,Total Votes Cast,559,457,32,70
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,27,DEM,RICHARD BROWN,515,418,30,67
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,27,DEM,Total Votes Cast,515,418,30,67
Kansas City,"W18-P11,5,6,7,12,14,15,16",PROSECUTING ATTORNEY Jackson County,,DEM,JEAN PETERS BAKER,512,410,33,69
Kansas City,"W18-P11,5,6,7,12,14,15,16",PROSECUTING ATTORNEY Jackson County,,DEM,Total Votes Cast,512,410,33,69
Kansas City,"W18-P11,5,6,7,12,14,15,16",SHERIFF Jackson County,,DEM,DARRYL FORTÈ,502,407,28,67
Kansas City,"W18-P11,5,6,7,12,14,15,16",SHERIFF Jackson County,,DEM,MIKE SHARP,59,50,4,5
Kansas City,"W18-P11,5,6,7,12,14,15,16",SHERIFF Jackson County,,DEM,Total Votes Cast,561,457,32,72
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,DEM,CHARLES M. JOHNSON,234,193,25,16
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,DEM,Write-In Totals,174,166,0,8
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,DEM,Total Votes Cast,408,359,25,24
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,DEM,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,DEM,Write-In Totals,205,194,4,7
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,DEM,Total Votes Cast,205,194,4,7
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,LIB,RIK COMBS,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,LIB,Total Votes Cast,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,LIB,BILL SLANTZ,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,LIB,Total Votes Cast,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SECRETARY OF STATE,,LIB,CARL HERMAN FREESE,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SECRETARY OF STATE,,LIB,Total Votes Cast,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",STATE TREASURER,,LIB,NICHOLAS (NICK) KASOFF,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",STATE TREASURER,,LIB,Total Votes Cast,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",ATTORNEY GENERAL,,LIB,KEVIN C BABCOCK,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",ATTORNEY GENERAL,,LIB,Total Votes Cast,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,LIB,ROBIN DOMINICK,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,LIB,Total Votes Cast,4,4,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,9,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,9,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,27,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,27,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",PROSECUTING ATTORNEY Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",PROSECUTING ATTORNEY Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SHERIFF Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SHERIFF Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,LIB,Write-In Totals,1,1,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,LIB,Total Votes Cast,1,1,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,LIB,Write-In Totals,1,1,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,LIB,Total Votes Cast,1,1,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,GRE,JEROME HOWARD BAUER,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,GRE,KELLEY DRAGOO,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SECRETARY OF STATE,,GRE,PAUL LEHMANN,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SECRETARY OF STATE,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",STATE TREASURER,,GRE,JOSEPH CIVETTINI,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",STATE TREASURER,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",ATTORNEY GENERAL,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",ATTORNEY GENERAL,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,9,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,9,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,27,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,27,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",PROSECUTING ATTORNEY Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",PROSECUTING ATTORNEY Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SHERIFF Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SHERIFF Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",LIEUTENANT GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SECRETARY OF STATE,,CON,PAUL VENABLE,3,3,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SECRETARY OF STATE,,CON,Total Votes Cast,3,3,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",STATE TREASURER,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",STATE TREASURER,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",ATTORNEY GENERAL,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",ATTORNEY GENERAL,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,CON,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",U.S. House,5,CON,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,9,CON,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,9,CON,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,27,CON,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",State House,27,CON,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",PROSECUTING ATTORNEY Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",PROSECUTING ATTORNEY Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SHERIFF Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",SHERIFF Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,CON,Write-In Totals,1,1,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEMAN Ward 18,,CON,Total Votes Cast,1,1,0,0
Kansas City,"W18-P11,5,6,7,12,14,15,16",COUNTY COMMITTEEWOMAN Ward 18,,CON,No Candidate Filed,0,0,0,0
